link
https://ici.radio-canada.ca//nouvelle/2004496/jeunes-liberaux-congres-montreal-samedi
https://ici.radio-canada.ca//nouvelle/2004216/documents-ingerence-etrangere-parti-vert
https://ici.radio-canada.ca//nouvelle/2004095/feu-foret-tno-yellowknife-blocage-nouvelles-meta-facebook
https://ici.radio-canada.ca//nouvelle/2004018/hugo-lavallee-bernard-drainville-rentree-penurie-enseignants
https://ici.radio-canada.ca//nouvelle/2004070/intemperies-ministre-agriculture-groupe-travail-upa
https://ici.radio-canada.ca//nouvelle/2003685/acces-gratuit-cegeps-demandeurs-asile
https://ici.radio-canada.ca//info/videos/1-8811510/charte-voyageurs-cour-supreme-entendra-compagnies-aeriennes
https://ici.radio-canada.ca//nouvelle/2004040/ottawa-criminaliser-controle-coercitif-violence-sexiste
https://ici.radio-canada.ca//nouvelle/2004007/penurie-enseignants-quebec-postes-vacants
https://ici.radio-canada.ca//nouvelle/2003951/penurie-logement-abordable-canada
https://ici.radio-canada.ca//nouvelle/2003679/requete-poursuite-circonscription-federale-redecoupage-ottawa-gaspesie
https://ici.radio-canada.ca//nouvelle/2003720/arc-attente-service-clientele-delais-ombudsman-contribuables
https://ici.radio-canada.ca//info/videos/1-8811492/moins-voitures-une-declaration-qui-fait-reagir
https://ici.radio-canada.ca//info/videos/1-8810977/trop-voitures-sur-routes
https://ici.radio-canada.ca//nouvelle/2003619/cessions-de-bail-locataires-duranceau
https://ici.radio-canada.ca//nouvelle/2003613/csq-rentree-collegiale-negociations-secteur-public-penurie-personnel
https://ici.radio-canada.ca//nouvelle/2003535/parc-automobile-voitures-reduction-fitzgibbon
https://ici.radio-canada.ca//nouvelle/2003529/partielle-dans-jean-talon-joel-lightbound-dit-non-aux-liberaux
https://ici.radio-canada.ca//espaces-autochtones/2003526/apn-picard-retards-projet-loi-police-autochtone
https://ici.radio-canada.ca//nouvelle/2003394/ministeres-federaux-coupes-budget-canada
https://ici.radio-canada.ca//nouvelle/2003293/steven-guilbeault-mission-chine-cop15-diplomatie-xi-jinping-biodiversite
https://ici.radio-canada.ca//info/videos/1-8811053/moins-voitures-au-quebec-plaide-fitzgibbon
https://ici.radio-canada.ca//nouvelle/2003453/poste-commissaire-ethique-canada
https://ici.radio-canada.ca//info/videos/1-8810577/economies-a-trouver-dans-ministeres-federaux-automne
https://ici.radio-canada.ca//nouvelle/2003422/militaires-plainte-commission-droits-personne-inconduite-sexuelle
https://ici.radio-canada.ca//info/videos/1-8810529/entrevue-avec-rafael-jacob
https://ici.radio-canada.ca//info/videos/1-8810409/un-mandat-greve-demande-par-syndicats-enseignants
https://ici.radio-canada.ca//info/videos/1-8810556/trump-accuse-en-vertu-loi-antimafia
https://ici.radio-canada.ca//info/videos/1-8810085/entrevue-avec-nathalie-fortin-controverse-entourant-mort-un-porteur-au-k2
https://ici.radio-canada.ca//nouvelle/2003162/professeur-transfert-ecole-islam-enquete
https://ici.radio-canada.ca//nouvelle/2003135/nucleaire-fitzgibbon-pour-projets-acceptables-rentables
https://ici.radio-canada.ca//nouvelle/2003091/agence-transports-quebec-projet-loi
https://ici.radio-canada.ca//espaces-autochtones/2002521/michele-audette-agente-liaison-senat
https://ici.radio-canada.ca//nouvelle/2002961/pierre-poilievre-conservateur-complot
https://ici.radio-canada.ca//nouvelle/2002941/afghanistan-canada-femmes-aide
https://ici.radio-canada.ca//nouvelle/2002913/campagne-publicitaire-image-pierre-poilievre
https://ici.radio-canada.ca//info/videos/1-8809436/jeunes-parti-quebecois-se-reunissent
https://ici.radio-canada.ca//nouvelle/2002849/morin-decede-pequiste
https://ici.radio-canada.ca//nouvelle/2002800/sursis-expulsion-renvoi-permis-ministre
https://ici.radio-canada.ca//info/videos/1-8809126/entrevue-avec-antoine-yoshinaka-une-enquete-sur-fils-joe-biden
https://ici.radio-canada.ca//nouvelle/2002786/mise-au-point-partielle-dans-saint-henri-sainte-anne
https://ici.radio-canada.ca//nouvelle/2002761/francois-legault-nucleaire-electricite-gentilly
https://ici.radio-canada.ca//info/videos/1-8809074/entrevue-avec-celine-villeneuve-quebecoise-qui-vit-a-maui-depuis-2019-feux-ravagent-ile-maui
https://ici.radio-canada.ca//info/videos/1-8808991/au-videojournal-famille-en-voie-expulsion-prison-confinee-festival-cigale
https://ici.radio-canada.ca//nouvelle/2002485/ecole-cours-ete-quebec-approche-nationale
https://ici.radio-canada.ca//info/videos/1-8808731/dernier-jour-vote-pour-elections-partielles-dans-3-circonscriptions-en-saskatchewan
https://ici.radio-canada.ca//info/videos/1-8808707/militants-s-indignent-contre-refus-ontario-retablir-ceinture-verdure
https://ici.radio-canada.ca//nouvelle/2002527/provinces-financement-federal-infrastructures-logement
https://ici.radio-canada.ca//nouvelle/2002413/guilbeault-electricite-propre-projet-reglement
https://ici.radio-canada.ca//nouvelle/2002473/senateur-conservateur-hugh-segal-deces
https://ici.radio-canada.ca//info/videos/1-8808358/nouvelle-campagne-desinformation-chinoise-contre-depute-michael-chong
https://ici.radio-canada.ca//nouvelle/2002356/concurrence-nouvelles-meta-enquete
https://ici.radio-canada.ca//info/videos/1-8808268/entrevue-avec-dre-cecile-tremblay-eris-arrive-au-pays
https://ici.radio-canada.ca//nouvelle/2002247/campagne-ingerence-chinoise-michael-chong
https://ici.radio-canada.ca//nouvelle/2002190/parti-quebecois-depenses-referendum-1995
https://ici.radio-canada.ca//nouvelle/2001561/syrie-canada-enfants-onu-immigration
https://ici.radio-canada.ca//nouvelle/2002177/twila-grosse-remporte-election-partielle-nouvelle-ecosse
https://ici.radio-canada.ca//nouvelle/2002096/inde-expulsion-immigration-sikhs-khalistan
https://ici.radio-canada.ca//info/videos/1-8807293/discrimination-positive-envers-femmes-a-t-elle-sa-place-en-politique
https://ici.radio-canada.ca//nouvelle/2001959/blocage-facebook-instagram-medias-information
https://ici.radio-canada.ca//nouvelle/2001949/mention-x-carte-identite-trans-non-binaire-ramq-saaq
https://ici.radio-canada.ca//info/videos/1-8807378/un-homme-pour-representer-qs-dans-jean-talon
https://ici.radio-canada.ca//info/videos/1-8807236/olivier-bolduc-sera-candidat-qs-pour-election-partielle-dans-jean-talon
https://ici.radio-canada.ca//nouvelle/2001805/diplomatie-politiques-parti-conservateur-canada
https://ici.radio-canada.ca//nouvelle/2001458/parlement-ete-alternative-communes-ottawa
https://ici.radio-canada.ca//info/videos/1-8807082/olivier-bolduc-candidat-quebec-solidaire-dans-jean-talon
https://ici.radio-canada.ca//nouvelle/2001684/aide-niger-coup-etat-putsch
https://ici.radio-canada.ca//nouvelle/2001625/gratia-oleary-femme-politique
https://ici.radio-canada.ca//nouvelle/2001591/separation-trudeau-gregoire-conjointes-politique
https://ici.radio-canada.ca//nouvelle/2001543/val-des-monts-candidat-desiste
https://ici.radio-canada.ca//nouvelle/2001335/chambres-vides-maisons-aines-construites
https://ici.radio-canada.ca//nouvelle/2001091/pavillon-canada-firme-geants-petrole-cop28-dubai
https://ici.radio-canada.ca//info/videos/1-8806469/entrevue-avec-president-general-union-producteurs-agricoles-quebec-martin-caron
https://ici.radio-canada.ca//nouvelle/2001296/voiture-electrique-objectifs-canada
https://ici.radio-canada.ca//nouvelle/2001279/incident-securite-informatique-ministere-cybersecurite-maitrise
https://ici.radio-canada.ca//nouvelle/2000429/nisgaa-autochtones-ottawa-archives
https://ici.radio-canada.ca//nouvelle/2001119/nouveaux-retards-maisons-aines-quebec
https://ici.radio-canada.ca//nouvelle/2001070/ambassade-quebec-israel-diplomatie
https://ici.radio-canada.ca//info/videos/1-8806014/donald-trump-formellement-accuse
https://ici.radio-canada.ca//nouvelle/2001009/conservateurs-redevances-geants-web-loi
https://ici.radio-canada.ca//nouvelle/1999880/eric-duhaime-parti-conservateur-quebec
https://ici.radio-canada.ca//info/videos/1-8805702/justin-trudeau-et-sophie-gregoire-se-separent
